Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,image
66450,66450,66450,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000002647.jpg
29253,29253,29253,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00031944.jpg
41421,41421,41421,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00025370.jpg
12241,12241,12241,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00013437.jpg
45225,45225,45225,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/CVT_Low_Qual/I693934_C1.jpg
36866,36866,36866,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/JBKV-00000361.jpg
36933,36933,36933,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/WLFP-00001029.jpg
68514,68514,68514,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000001811.jpg
20376,20376,20376,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/I691307_C1.jpg
58996,58996,58996,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000015078.jpg
29540,29540,29540,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00051525.jpg
38296,38296,38296,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00050322.jpg
71416,71416,71416,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000016246.jpg
38050,38050,38050,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/FARH-00000284.jpg
16467,16467,16467,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00013382.jpg
66410,66410,66410,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000004545.jpg
15755,15755,15755,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00007375.jpg
55478,55478,55478,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000019055.jpg
44381,44381,44381,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/CVT_Low_Qual/I543571_C1.jpg
64257,64257,64257,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000020415.jpg
21127,21127,21127,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/SBX2296_1.jpg
45646,45646,45646,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/CVT_Low_Qual/I330215_C1.jpg
42611,42611,42611,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/ALTS_NHS_Low_Qual/I236988_C1.jpg
43549,43549,43549,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/CVT_Low_Qual/I272814_C1.jpg
28127,28127,28127,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00054345.jpg
1118,1118,1118,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/mobileODT_harvard_masked_images/QLGF-00004901.jpg
25581,25581,25581,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria_No_DC_Labels/HFLD-00001393.jpg
15482,15482,15482,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00011922.jpg
59504,59504,59504,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000014893.jpg
59837,59837,59837,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000010824.jpg
52855,52855,52855,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000018852.jpg
17714,17714,17714,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/I307499_C1.jpg
16954,16954,16954,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/I101372_C1.jpg
40917,40917,40917,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00046365.jpg
51704,51704,51704,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000002396.jpg
59887,59887,59887,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000019836.jpg
66729,66729,66729,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000014139.jpg
39920,39920,39920,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00033953.jpg
62944,62944,62944,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000020325.jpg
14619,14619,14619,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00001118.jpg
3833,3833,3833,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00002559.jpg
12799,12799,12799,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00011827.jpg
57674,57674,57674,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000000960.jpg
20834,20834,20834,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/I156048_C1.jpg
14217,14217,14217,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria/HFLD-00003596.jpg
24237,24237,24237,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/Itoju_Nigeria_No_DC_Labels/HFLD-00017430.jpg
31579,31579,31579,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/NEVADA/PUBL00034993.jpg
59034,59034,59034,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000017252.jpg
52880,52880,52880,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/PAVE_up_to_04122024/000008370.jpg
19227,19227,19227,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/I417161_C1.jpg
20807,20807,20807,/scratch/alpine/cclark@xsede.org/data/cervix/PAVE/SEED/I518957_C2.jpg
